filename,y,a,split,blip_caption
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2414053.jpg,0,0,1,a brick wall behind the skateboarders
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2393247.jpg,0,0,1,the sky is cloudy
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2397768.jpg,0,0,1,a group of people and their dogs
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2317985.jpg,0,0,1,the dog is white
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/1592385.jpg,0,0,1,a man standing next to a white dog on a sidewalk
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2387862.jpg,0,0,1,the horse is brown
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2353465.jpg,0,0,1,two dogs sitting on a bench
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2320795.jpg,0,0,1,the dog is looking at the river
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2320130.jpg,0,0,1,a dog on a surfboard in the water
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2395227.jpg,0,0,1,a small child playing with a dog
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/619.jpg,0,0,1,a black phone booth
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2351907.jpg,0,0,1,a group of sheep grazing in a field
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2364372.jpg,0,0,1,a man riding a horse
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2364024.jpg,0,0,1,a man and a dog in a boat
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2358997.jpg,0,0,1,the dog is black
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2417767.jpg,0,0,1,the bench is brown
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2334355.jpg,0,0,1,a dog looking through a screen in a room
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2372773.jpg,0,0,1,a man sitting on a bench
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2343149.jpg,0,0,1,a dog running in the water
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2330479.jpg,0,0,1,a person riding a horse in a field
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/1159355.jpg,0,0,1,the man is wearing a helmet
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2417801.jpg,0,0,1,a man on a surfboard
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2340622.jpg,0,0,1,a side view mirror
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2317971.jpg,0,0,1,a person walking a dog in the snow with a red umbrella
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2360443.jpg,0,0,1,a group of dogs running in a field
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2380787.jpg,0,0,1,a dog standing on a boat in the water
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2357646.jpg,0,0,1,the dog is looking out the window
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2412702.jpg,0,0,1,a man walking down a sidewalk next to a fire hydra
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2391328.jpg,0,0,1,a police officer on a motorcycle
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2406001.jpg,0,0,1,a person riding a bike with a dog on the handle
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2316429.jpg,0,0,1,a dog sitting on a tennis court next to a tennis racket
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2356804.jpg,0,0,1,two dogs laying in the grass
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2376812.jpg,0,0,1,a man with a dog sitting on a motorcycle
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2382301.jpg,0,0,1,the snow is white
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2321342.jpg,0,0,1,a group of people in a field
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2381721.jpg,0,0,1,a herd of cows
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2328764.jpg,0,0,1,the dog is brown and white
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2370344.jpg,0,0,1,a white fire hydra
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2400374.jpg,0,0,1,a man and a dog playing in the snow
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2386134.jpg,0,0,1,a man riding a bike
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2396392.jpg,0,0,1,a man on a motorcycle
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2406584.jpg,0,0,1,a man sitting on a rock
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2333443.jpg,0,0,1,a dog in a bathtub
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2347300.jpg,0,0,1,two people riding horses down a dirt road
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2407435.jpg,0,0,1,a woman riding a bike with a dog on the back
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2338009.jpg,0,0,1,a dog running in the street
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2354036.jpg,0,0,1,a dog looking out of a door
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2404204.jpg,0,0,1,a dog sleeping on a bench
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2319347.jpg,0,0,1,a dog wearing a striped shirt
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2391972.jpg,0,0,1,the dog is white and black
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2365756.jpg,0,0,1,a dog sticking its head out the window of a car
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2349288.jpg,0,0,1,a person walking a dog on the beach
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2341393.jpg,0,0,1,a dog in the water
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2333861.jpg,0,0,1,a woman flying a kite
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2398506.jpg,0,0,1,the sky is blue
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2322427.jpg,0,0,1,a dog running on the beach
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2382281.jpg,0,0,1,a herd of sheep
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2405432.jpg,0,0,1,the dog is brown and white
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2339024.jpg,0,0,1,the dog is sitting in the snow
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2340388.jpg,0,0,1,a dog laying on the ground
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2409721.jpg,0,0,1,a man flying a kite on the beach with a dog
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2399677.jpg,0,0,1,a dog eating a piece of pizza
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2356877.jpg,0,0,1,a dog jumping in the air
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2375428.jpg,0,0,1,a dog sitting in the passenger seat of a car
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2388375.jpg,0,0,1,the building is green
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2415617.jpg,0,0,1,a man and woman sitting on a bench with a dog
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2336811.jpg,0,0,1,a dog laying on the ground next to a bottle of wine
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2331234.jpg,1,0,1,a cat sitting in the window of a house
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2371538.jpg,1,0,1,two cats in a car
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2320534.jpg,1,0,1,the zebras are black and white
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2340693.jpg,1,0,1,the cat is under the car
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2327773.jpg,1,0,1,a col of pictures of cats and sheep
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2411491.jpg,1,0,1,a woman sitting in a car with a cat in her lap
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2351697.jpg,1,0,1,a fire hydrant sitting next to a fire hydrant
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2339150.jpg,1,0,1,two cats and a dog eating food from a bowl
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2354651.jpg,1,0,1,a cat sitting on a wooden floor looking out a window
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2347567.jpg,1,0,1,two cats in a living room
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2374424.jpg,1,0,1,a cat sleeping on a bench
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2373661.jpg,1,0,1,a cat sitting on the sidewalk in front of a building
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2317740.jpg,1,0,1,a red car driving on a snowy road
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2389641.jpg,1,0,1,the cat is white
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2416473.jpg,1,0,1,a man sitting on a bench next to a body of water
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2416026.jpg,1,0,1,the cat is looking out the window
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2334534.jpg,1,0,1,a black cat in the back of a van
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2381353.jpg,1,0,1,the leaves are on the ground
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2406785.jpg,1,0,1,a car parked on the side of the road
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2320210.jpg,1,0,1,the cat is orange
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2372550.jpg,1,0,1,a blue car parked in front of a house
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2325739.jpg,1,0,1,a black and white photo of a cat standing next to a car
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2410796.jpg,1,0,1,the stove is white
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2404899.jpg,1,0,1,a cat sitting in the passenger seat of a car
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2320852.jpg,1,0,1,the snow is white
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2345426.jpg,1,0,1,the cat is in a cage
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2333558.jpg,1,0,1,the woman is wearing a backpack
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2321807.jpg,1,0,1,a cat standing on the hood of a car
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2343385.jpg,1,0,1,a cat laying on the ground
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2351221.jpg,1,0,1,a black and white photo of a cat walking in a parking lot
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2362090.jpg,1,0,1,two cats sitting on a window sie
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2415721.jpg,1,0,1,a cat sitting on the hood of a car
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/cat/cat(outdoor)/2317626.jpg,1,0,1,a sheep and a cat in a barn
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2339756.jpg,0,1,1,a man sitting on a couch next to a dog
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2388519.jpg,0,1,1,a dog laying on a bed next to a laptop
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2347216.jpg,0,1,1,a woman sitting on a couch in a living room
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2326587.jpg,0,1,1,a dog laying on a blue blanket
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2388320.jpg,0,1,1,a brown and black dog laying on a wooden floor
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2317981.jpg,0,1,1,a man riding a bike across a crosswalk
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2407171.jpg,0,1,1,a dog looking out of a window
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2352998.jpg,0,1,1,a black dog laying on the floor
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2369749.jpg,0,1,1,a man sleeping on a couch
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2413278.jpg,0,1,1,a man standing next to a motorcycle
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2402349.jpg,0,1,1,a dog laying on a dog bed
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2326888.jpg,0,1,1,the dog is black
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2413634.jpg,0,1,1,the dog is black and white
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2382687.jpg,0,1,1,a white dog laying on a bike
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2325910.jpg,0,1,1,a dog sitting in the snow
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2415132.jpg,0,1,1,the dog is looking in the mirror
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2373955.jpg,0,1,1,a man sitting on a couch with a dog wearing a hat
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2377531.jpg,0,1,1,a man sitting at a table with a dog in front of him
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2339238.jpg,0,1,1,the dog is sitting on the couch
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2349664.jpg,0,1,1,a dog laying on a bed in a hotel room
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2390214.jpg,0,1,1,a dog sitting on a chair in a room
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/713442.jpg,0,1,1,a black and white dog sitting at a table with a birthday cake
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2315589.jpg,0,1,1,black and white checkered floor
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2376173.jpg,0,1,1,a living room with large windows and a couch
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2372308.jpg,0,1,1,the dog is black
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2370203.jpg,0,1,1,a dog laying under a computer desk
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2363812.jpg,0,1,1,a dog laying on a person's lap watching television
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2322086.jpg,0,1,1,a black and white dog laying on the floor
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2369402.jpg,0,1,1,a dog sitting on the floor next to a vase of flowers
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2350379.jpg,0,1,1,a boat in the water
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2413586.jpg,0,1,1,a group of people sitting at a table in a kitchen
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2326904.jpg,0,1,1,the dog is brown and white
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2362800.jpg,0,1,1,a refrigerator sitting in front of a painting on a wall
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2408210.jpg,0,1,1,two dogs on a bed
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2395100.jpg,0,1,1,a living room filled with furniture and a flat screen tv
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2316786.jpg,0,1,1,a man laying on a bed
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2378155.jpg,0,1,1,a dog looking out of a window
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2383220.jpg,0,1,1,two dogs in the kitchen
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2365586.jpg,0,1,1,a laptop on a table
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2394647.jpg,0,1,1,a woman sitting on a bed
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2404862.jpg,0,1,1,a dog sitting on a couch
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2356624.jpg,0,1,1,a woman sitting on a chair
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2372091.jpg,0,1,1,a dog sitting on a bench
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2333871.jpg,0,1,1,a woman standing in a living room with a dog
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2339341.jpg,0,1,1,the water is calm
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2371402.jpg,0,1,1,a woman sitting on a bed in front of a mirror
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2354494.jpg,0,1,1,a dog sleeping on a couch next to a person
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2408755.jpg,0,1,1,a man laying on a bed with a cat
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2335451.jpg,0,1,1,a hot dog on a bun
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2359349.jpg,0,1,1,a white dog eating a cake on a plate
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2355391.jpg,0,1,1,a black dog laying on a dog bed
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2395402.jpg,0,1,1,reflection of a dog in a car mirror
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2416652.jpg,0,1,1,a dog sleeping on a couch in a living room
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2416796.jpg,0,1,1,a woman sleeping in bed with a cat
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2346390.jpg,0,1,1,a man holding a dog
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2367351.jpg,0,1,1,a woman walking a dog on a leash
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2345905.jpg,0,1,1,a group of people walking down the street
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2343907.jpg,0,1,1,a dog laying on the floor in a kitchen
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2366850.jpg,0,1,1,a pink and white folding chair
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2376391.jpg,0,1,1,a dog sleeping on the sidewalk
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2371967.jpg,0,1,1,a dog sitting on the floor in front of a door
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2390441.jpg,0,1,1,a man wearing a green t - shirt
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2323945.jpg,0,1,1,a small dog standing in front of a computer
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2393362.jpg,0,1,1,a dog running in the grass
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2359049.jpg,0,1,1,a group of people posing for a picture
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/1592555.jpg,0,1,1,a small dog in a white shirt playing with a laptop
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/1592560.jpg,0,1,1,a woman is playing with her dog in the living room
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2335354.jpg,0,1,1,a dog drinking out of a toilet in a bathroom
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2412940.jpg,0,1,1,two dogs laying on the floor
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/498168.jpg,0,1,1,two cats playing with each other cats in a living room
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2377466.jpg,0,1,1,a living room with a flat screen tv on the wall
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2383718.jpg,0,1,1,a teddy bear laying on the floor
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2323280.jpg,0,1,1,a group of people sitting under red umbrellas
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2379316.jpg,0,1,1,a small white dog in a black suitcase
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/test/dog/dog(indoor)/2381848.jpg,0,1,1,a small kitten playing with a small white kitten
